,GDP,CPI,Interest,Net Income Margin,Diluted EPS,Current Ratio,Cash Conversion Cycle,Debt to Equity,Volume,Unemployment,MA30,MA7,RSI,ADX,ATR,OBV,Walmart,S&P500
2017-07-09,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,15921300.0,4.3,22.195197931925456,21.90647234235491,40.137739771757154,23.04311622539428,0.0839636499377097,346520700.0,21.88406181335449,2425.179931640625
2017-07-10,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,15921300.0,4.3,22.15559171040853,21.89194679260254,40.13773977175716,22.80607367047224,0.0779662463707304,346520700.0,21.27399253845215,2427.429931640625
2017-07-11,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,45200100.0,4.3,22.095649846394856,21.80354908534459,25.05622822417094,24.74046437627123,0.1159736055515599,301320600.0,21.34371566772461,2425.530029296875
2017-07-12,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,22597800.0,4.3,22.03803208669027,21.72511182512556,28.368882297959523,26.063448021114784,0.1126700001030528,323918400.0,21.480255126953125,2443.25
2017-07-13,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,17100600.0,4.3,21.98670876820882,21.66784041268485,34.47690875843381,26.419357625544613,0.1143749614691573,341019000.0,21.802719116210938,2447.830078125
2017-07-14,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,24481500.0,4.3,21.943422826131187,21.650409698486328,46.154567486319,25.081608154245856,0.1292384634540613,365500500.0,22.17747688293457,2459.27001953125
2017-07-15,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,27455700.0,4.3,21.90894915262858,21.692326136997767,55.97470886998303,24.14359455322587,0.1467755565447449,392956200.0,22.17747688293457,2459.27001953125
2017-07-16,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,27455700.0,4.3,21.884062194824217,21.734242575509207,55.97470886998303,23.27258192370732,0.1362915882201203,392956200.0,22.17747688293457,2459.27001953125
2017-07-17,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,27455700.0,4.3,21.89471422831217,21.77615901402065,55.97470886998303,22.46378448201151,0.126556474775826,392956200.0,22.186193466186523,2459.139892578125
2017-07-18,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,26506800.0,4.3,21.905656814575195,21.906473432268417,56.20672914875361,21.7459040402612,0.1181393396669779,419463000.0,22.13680458068848,2460.610107421875
2017-07-19,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,12944700.0,4.3,21.91495310465495,22.019771848406112,54.45553864740131,20.829130701299874,0.1132285929406257,406518300.0,22.040939331054688,2473.830078125
2017-07-20,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,15940800.0,4.3,21.9185359954834,22.099869591849192,51.12585963951858,19.50217274256682,0.1119883541329945,390577500.0,22.084508895874023,2473.449951171875
2017-07-21,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,14896200.0,4.3,21.923183822631835,22.140125274658203,52.54602718923357,18.472878573702555,0.1071012977534475,405473700.0,22.12228012084961,2472.5400390625
2017-07-22,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,21459900.0,4.3,21.92231216430664,22.13224002293178,53.79937283159081,17.69615479437963,0.1021491496978859,426933600.0,22.12228012084961,2472.5400390625
2017-07-23,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,21459900.0,4.3,21.92841294606527,22.12435477120536,53.79937283159081,16.974911285008343,0.0948527818623226,426933600.0,22.12228012084961,2472.5400390625
2017-07-24,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,21459900.0,4.3,21.94109859466553,22.116469519478933,53.79937283159081,16.305185169163575,0.088077583157871,426933600.0,22.33725929260254,2469.909912109375
2017-07-25,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,22164000.0,4.3,21.96095021565755,22.13805035182408,61.10250665955606,16.726601465588473,0.0971419823432323,449097600.0,22.81078720092773,2477.1298828125
2017-07-26,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,34512000.0,4.3,21.996586100260416,22.23433358328683,71.71027438007263,18.633311986628247,0.124026691341944,483609600.0,22.92118263244629,2477.830078125
2017-07-27,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,20148300.0,4.3,22.029510434468587,22.360082626342773,73.52311443844411,20.662806050218244,0.1230530299259876,503757900.0,23.17682647705078,2475.419921875
2017-07-28,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,24157500.0,4.3,22.066017786661785,22.51612799508231,77.17132851415562,23.0685096915106,0.1325238024030236,527915400.0,23.18554306030273,2472.10009765625
2017-07-29,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,14925600.0,4.3,22.097973823547363,22.66802270071847,77.2862491182196,25.318794587576928,0.1236804296065186,542841000.0,23.18554306030273,2472.10009765625
2017-07-30,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,14925600.0,4.3,22.1355463663737,22.81991740635463,77.2862491182196,27.408344848209943,0.114846113206053,542841000.0,23.18554306030273,2472.10009765625
2017-07-31,0.0532901473563747,0.017251073506566,1.16,3.12,0.33,0.77,8.07,0.5671624142733268,14925600.0,4.3,22.175539779663087,22.9718121119908,77.2862491182196,29.348641518797752,0.1066428194056206,542841000.0,23.237836837768555,2470.300048828125
2017-08-01,0.0532901473563747,0.017251073506566,1.07,3.12,0.32,0.78,6.28,0.54650456696101,18789600.0,4.3,22.217276318868,23.10046604701451,78.11187555913445,31.26829220447426,0.1027607449813492,561630600.0,23.385995864868164,2476.35009765625
2017-08-02,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17179500.0,4.4,22.26395149230957,23.18263871329172,80.29706206701908,33.362994485157394,0.1060034794183677,578810100.0,23.394704818725582,2477.570068359375
2017-08-03,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,26019000.0,4.4,22.31401576995849,23.25028473990304,80.42079847179048,35.32575180361622,0.0990538704497287,604829100.0,23.493486404418945,2472.159912109375
2017-08-04,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29840700.0,4.4,22.367372767130533,23.295521872384207,81.81574244575681,37.34758988132318,0.0990344215385595,634669800.0,23.380186080932617,2476.830078125
2017-08-05,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,21425400.0,4.4,22.41734046936035,23.32332801818848,75.19802720658357,38.27962306216917,0.1000534145348287,613244400.0,23.380186080932617,2476.830078125
2017-08-06,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,21425400.0,4.4,22.46585553487142,23.351134163992747,75.19802720658357,39.14508244438331,0.0929067420680552,613244400.0,23.380186080932617,2476.830078125
2017-08-07,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,21425400.0,4.4,22.51572634379069,23.378940309797013,75.19802720658357,39.94872329929644,0.0862705462060513,613244400.0,23.61259078979492,2480.909912109375
2017-08-08,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,16453500.0,4.4,22.573343976338705,23.432476588657924,79.45535966525709,41.30315158724056,0.0967087006814979,629697900.0,23.7026481628418,2474.919921875
2017-08-09,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,22144200.0,4.4,22.63396352132161,23.477712631225582,80.82865208395673,42.7570196287172,0.0962336058504534,651842100.0,23.85758781433105,2474.02001953125
2017-08-10,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19819500.0,4.4,22.72008336385091,23.54383877345494,82.94134878016503,44.408853766689546,0.1004268948246538,671661600.0,23.57986831665039,2438.2099609375
2017-08-11,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,24135000.0,4.4,22.79462178548177,23.55617904663086,68.39269796781211,43.8643210644706,0.1130906521715116,647526600.0,23.503856658935547,2441.320068359375
2017-08-12,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23716500.0,4.4,22.862075169881184,23.57384627205985,65.03047088637467,42.87836540077621,0.1104421525674639,623810100.0,23.503856658935547,2441.320068359375
2017-08-13,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23716500.0,4.4,22.91877975463867,23.59151349748884,65.03047088637467,41.96283514163143,0.1025534273840736,623810100.0,23.503856658935547,2441.320068359375
2017-08-14,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23716500.0,4.4,22.962992413838705,23.60918072291783,65.03047088637467,41.11269990099699,0.0952281825709255,623810100.0,23.5915584564209,2465.840087890625
2017-08-15,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23376000.0,4.4,23.010128466288247,23.6061761038644,67.34393863628834,40.653783998966965,0.0946905836362417,647186100.0,23.61202049255371,2464.610107421875
2017-08-16,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,21198300.0,4.4,23.057946586608885,23.59322929382324,67.8778912897628,40.30392675472115,0.0893885445288539,668384400.0,23.673416137695312,2468.110107421875
2017-08-17,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,34608000.0,4.4,23.10752067565918,23.56691905430385,69.48985979550932,40.2093405287424,0.0873890517154787,702992400.0,23.299224853515625,2430.010009765625
2017-08-18,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,51881100.0,4.4,23.14626801808675,23.526827130998885,52.27249986106678,37.66188761398463,0.1078749254629222,651111300.0,23.18521499633789,2425.550048828125
2017-08-19,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29259000.0,4.4,23.184410540262856,23.48130689348493,48.34237353232137,35.208556565511245,0.108313134871123,621852300.0,23.18521499633789,2425.550048828125
2017-08-20,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29259000.0,4.4,23.22110074361165,23.435786655970983,48.34237353232136,32.930463449071674,0.1005764823803285,621852300.0,23.18521499633789,2425.550048828125
2017-08-21,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29259000.0,4.4,23.25653190612793,23.39026641845703,48.34237353232136,30.815091269520643,0.0933924479245908,621852300.0,23.30214500427246,2428.3701171875
2017-08-22,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,28841700.0,4.4,23.29586073557536,23.348921639578684,52.88045183538964,29.02550644103912,0.0950737022110179,650694000.0,23.39277458190918,2452.510009765625
2017-08-23,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19638300.0,4.4,23.33821055094401,23.31760079520089,56.09955655651281,27.823621203323874,0.0947562647414251,670332300.0,23.375228881835938,2444.0400390625
2017-08-24,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23397900.0,4.4,23.37280953725179,23.27500261579241,55.31171919282144,26.595036716346662,0.0892412244079835,646934400.0,22.90163993835449,2438.969970703125
2017-08-25,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,57384000.0,4.4,23.375837961832683,23.2182047707694,39.27779617222153,26.227134640575965,0.1166946329132307,589550400.0,22.986421585083008,2443.050048828125
2017-08-26,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29706600.0,4.4,23.37801259358724,23.189805712018693,42.49173690717053,25.42637689379617,0.1144151339000368,619257000.0,22.986421585083008,2443.050048828125
2017-08-27,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29706600.0,4.4,23.37166576385498,23.161406653268,42.49173690717054,24.682816128929225,0.1062426243357484,619257000.0,22.986421585083008,2443.050048828125
2017-08-28,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29706600.0,4.4,23.365028381347656,23.1330075945173,42.49173690717053,23.992366847267057,0.0986538654546236,619257000.0,22.81102180480957,2444.239990234375
2017-08-29,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,25864500.0,4.4,23.35254433949789,23.06284713745117,37.37956106689434,24.081546205763072,0.1041357165131103,593392500.0,23.02735710144043,2446.300048828125
2017-08-30,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,22995600.0,4.4,23.34727147420248,23.01064464024135,46.007683215475936,22.931766731712003,0.1121499722358066,616388100.0,22.96011734008789,2457.590087890625
2017-08-31,0.0532901473563747,0.0192812155729698,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17489400.0,4.4,23.33801415761312,22.9513429914202,43.97938060666949,22.15387187849408,0.1089421000298589,598898700.0,22.822715759277344,2471.64990234375
2017-09-01,0.0532901473563747,0.0192812155729698,1.07,3.12,0.32,0.78,6.28,0.54650456696101,24584400.0,4.4,23.319238154093423,22.94006810869489,40.08993268085322,21.987176361336896,0.1109749200856223,574314300.0,22.910415649414062,2476.550048828125
2017-09-02,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19423200.0,4.3,23.30309518178304,22.929210117885045,43.52315020327869,21.34192802077301,0.1093124179464149,593737500.0,22.910415649414062,2476.550048828125
2017-09-03,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19423200.0,4.3,23.283659489949542,22.918352127075195,43.52315020327869,20.74276884739228,0.1015043880930996,593737500.0,22.910415649414062,2476.550048828125
2017-09-04,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19423200.0,4.3,23.2680004755656,22.907494136265345,43.52315020327869,20.18640675782444,0.0942540746578782,593737500.0,22.910415649414062,2476.550048828125
2017-09-05,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19423200.0,4.3,23.25234146118164,22.92169325692313,43.523150203278696,19.66978481751145,0.087521640753744,593737500.0,23.328462600708008,2457.85009765625
2017-09-06,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,36205500.0,4.3,23.250617345174152,22.96470832824707,58.69833062847623,19.50741884890009,0.1111305915066155,629943000.0,23.410314559936523,2465.5400390625
2017-09-07,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,25278300.0,4.3,23.24387480417888,23.029022216796875,60.9128819600316,19.673014925411746,0.1090392606296084,655221300.0,23.42200088500977,2465.10009765625
2017-09-08,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,20462400.0,4.3,23.234519894917806,23.1146343776158,61.232491404521525,19.872441202813977,0.1020854795184394,675683700.0,23.05950355529785,2461.429931640625
2017-09-09,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29998800.0,4.3,23.207917086283366,23.135932649884904,48.09535709667789,18.725072960230424,0.1206863259608304,645684900.0,23.05950355529785,2461.429931640625
2017-09-10,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29998800.0,4.3,23.19057159423828,23.157230922154017,48.09535709667788,17.659659592117126,0.1120658741064854,645684900.0,23.05950355529785,2461.429931640625
2017-09-11,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,29998800.0,4.3,23.175759824117023,23.17852919442313,48.09535709667789,16.67034717886906,0.104061168813165,645684900.0,23.11797332763672,2488.110107421875
2017-09-12,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,21000600.0,4.3,23.162897046407064,23.20818029131208,50.24580561275796,15.51472318220098,0.1008046404935723,666685500.0,23.27290916442871,2496.47998046875
2017-09-13,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18015000.0,4.3,23.15519879659017,23.200244086129324,55.50629962443932,15.193142901249384,0.104671154514888,684700500.0,23.34599876403809,2498.3701171875
2017-09-14,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,26471100.0,4.3,23.147013473510743,23.19105611528669,57.77439392809436,15.218546112316478,0.1024153291644942,711171600.0,23.29337882995605,2495.6201171875
2017-09-15,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,20817900.0,4.3,23.136392084757485,23.172681535993306,55.57783135794644,14.928340155429078,0.0988585152300326,690353700.0,23.49801254272461,2500.22998046875
2017-09-16,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,39953400.0,4.3,23.130545298258465,23.23532567705427,61.67952782881937,15.530534119872629,0.1064138864827841,730307100.0,23.49801254272461,2500.22998046875
2017-09-17,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,39953400.0,4.3,23.13717155456543,23.297969818115234,61.67952782881937,16.089714229713064,0.0988128945911567,730307100.0,23.49801254272461,2500.22998046875
2017-09-18,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,39953400.0,4.3,23.147598139444987,23.3606139591762,61.67952782881937,16.608952903136327,0.0917548306917884,730307100.0,23.386926651000977,2503.8701171875
2017-09-19,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,24528300.0,4.3,23.15432186126709,23.39903586251395,56.42472897156309,16.34041754884989,0.0931356207654915,705778800.0,23.40154266357422,2506.64990234375
2017-09-20,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18523200.0,4.3,23.1615327835083,23.4174120766776,56.944483811772926,16.165313982756746,0.087527077323188,724302000.0,23.53309631347656,2508.239990234375
2017-09-21,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,15954600.0,4.3,23.16923116048177,23.44414029802595,61.40650135535132,16.64014889189574,0.0906718325074134,740256600.0,23.38984680175781,2500.60009765625
2017-09-22,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19290900.0,4.3,23.169133567810057,23.45792143685477,54.752520849562266,16.130498378126372,0.0944273810225089,720965700.0,23.2495231628418,2502.219970703125
2017-09-23,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17265900.0,4.3,23.16494337717692,23.42242295401437,49.13574506812803,15.10178491281334,0.0977056851577593,703699800.0,23.2495231628418,2502.219970703125
2017-09-24,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17265900.0,4.3,23.17653948465983,23.38692447117397,49.13574506812803,14.14655098073695,0.0907267076464908,703699800.0,23.2495231628418,2502.219970703125
2017-09-25,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17265900.0,4.3,23.18530953725179,23.351425988333567,49.13574506812803,13.259548043808875,0.0842462285288843,703699800.0,23.1384334564209,2496.659912109375
2017-09-26,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,25643400.0,4.3,23.19037659962972,23.31592696053641,44.61073662934585,13.082332236487405,0.0861636198068853,678056400.0,23.20859909057617,2496.840087890625
2017-09-27,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17505900.0,4.3,23.19778251647949,23.28836359296526,47.87583505183976,12.45133206933262,0.0850209065460559,695562300.0,23.17936897277832,2507.0400390625
2017-09-28,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18943800.0,4.3,23.210060755411785,23.237831115722656,46.64232782310543,12.041618661079513,0.0810358502068985,676618500.0,23.07996940612793,2510.06005859375
2017-09-29,0.0532901473563747,0.0218056523037117,1.16,3.12,0.32,0.78,6.28,0.54650456696101,37118400.0,4.3,23.21181449890137,23.19356291634696,42.620846832254095,12.235667780680387,0.0823475442385765,639500100.0,22.84317207336425,2519.360107421875
2017-09-30,0.0532901473563747,0.0218056523037117,1.06,3.12,0.32,0.78,6.28,0.54650456696101,31060200.0,4.3,23.20791632334392,23.13551276070731,34.90082548982402,13.518716440656926,0.093379671990369,608439900.0,22.84317207336425,2519.360107421875
2017-10-01,0.0532901473563747,0.0218056523037117,1.06,3.12,0.32,0.78,6.28,0.54650456696101,31060200.0,4.3,23.208598200480143,23.077462605067662,34.90082548982402,14.710118767777995,0.0867096954196283,608439900.0,22.84317207336425,2519.360107421875
2017-10-02,0.0718317686313714,0.0202075775313248,1.06,3.12,0.32,0.78,6.28,0.54650456696101,31060200.0,4.2,23.20635674794515,23.01941244942801,34.90082548982402,15.816420928676134,0.0805161457467977,608439900.0,22.933801651000977,2529.1201171875
2017-10-03,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23127600.0,4.2,23.20713628133138,22.990179334368023,40.088292234639646,16.102634828822172,0.081238533738935,631567500.0,23.15890312194824,2534.580078125
2017-10-04,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23810100.0,4.2,23.21541919708252,22.98307991027832,50.61450842373198,15.040233544439443,0.0915144578252443,655377600.0,23.120899200439453,2537.739990234375
2017-10-05,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18520200.0,4.2,23.22243531545003,22.974727085658483,49.04770664938304,14.101973055639048,0.0876922766597832,636857400.0,23.21443748474121,2552.070068359375
2017-10-06,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,15416100.0,4.2,23.21863447825114,22.993936811174667,52.91138215958353,13.51060100303391,0.08810984863421,652273500.0,23.09458923339844,2549.330078125
2017-10-07,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18740100.0,4.2,23.208110300699868,23.029853548322404,47.89956244067172,12.84562058272124,0.0903768773991074,633533400.0,23.09458923339844,2549.330078125
2017-10-08,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18740100.0,4.2,23.197196578979494,23.065770285470144,47.89956244067172,12.228138763859477,0.083921386156314,633533400.0,23.09458923339844,2549.330078125
2017-10-09,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,18740100.0,4.2,23.198366101582845,23.101687022617885,47.89956244067172,11.654762789202124,0.077927001430863,633533400.0,23.541860580444336,2544.72998046875
2017-10-10,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,40479000.0,4.2,23.21444466908773,23.18855258396693,63.85702049036416,12.801854088596851,0.1043087404033655,674012400.0,24.59428024291992,2550.639892578125
2017-10-11,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,75372000.0,4.2,23.265603892008464,23.393606458391464,79.65051682275067,16.123224056947173,0.1720309491228098,749384400.0,25.06201362609864,2555.239990234375
2017-10-12,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,55683000.0,4.2,23.330405235290527,23.67090851919992,83.17035960866845,19.71018799697501,0.1931525515553742,805067400.0,25.170175552368164,2550.929931640625
2017-10-13,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,38631000.0,4.2,23.39364744822184,23.950299671718053,83.86536742842988,23.140227058395347,0.1870817926063854,843698400.0,25.322195053100582,2553.169921875
2017-10-14,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,28167000.0,4.2,23.45952065785725,24.268529074532644,84.81455480882273,26.460861526913213,0.1845773431868166,871865400.0,25.322195053100582,2553.169921875
2017-10-15,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,28167000.0,4.2,23.52714786529541,24.58675847734724,84.81455480882273,29.54430781910837,0.1713932472449011,871865400.0,25.322195053100582,2553.169921875
2017-10-16,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,28167000.0,4.2,23.587953948974608,24.90498788016183,84.81455480882273,32.407507947575304,0.1591508724416939,871865400.0,25.06493759155273,2557.639892578125
2017-10-17,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,27900900.0,4.2,23.640184783935545,25.12257031032017,75.43487949987461,33.726240165587726,0.1661584859492766,843964500.0,25.135099411010746,2559.360107421875
2017-10-18,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,17554500.0,4.2,23.694754346211752,25.199830191476003,76.20768751798893,35.06117837061559,0.1593015811999002,861519000.0,25.20525550842285,2561.260009765625
2017-10-19,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,16416300.0,4.2,23.75536530812581,25.220293317522323,76.98728398400058,36.41213477042885,0.1529340466436295,877935300.0,25.25788116455078,2562.10009765625
2017-10-20,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,21087000.0,4.2,23.817243258158367,25.23282269069127,77.58071700718325,37.75137043071011,0.1457691616067938,899022300.0,25.56191062927246,2575.2099609375
2017-10-21,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,22853400.0,4.2,23.88487040201823,25.267067773001536,80.68032322164785,39.43774728875194,0.1570734689721427,921875700.0,25.56191062927246,2575.2099609375
2017-10-22,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,22853400.0,4.2,23.95727252960205,25.301312855311803,80.68032322164785,41.00366865693364,0.1458539354741325,921875700.0,25.56191062927246,2575.2099609375
2017-10-23,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,22853400.0,4.2,24.034352111816407,25.33555793762207,80.68032322164784,42.45773849881664,0.1354357972259802,921875700.0,25.91563606262207,2564.97998046875
2017-10-24,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,31758000.0,4.2,24.12322254180908,25.45708629063197,83.91239415638918,44.26967062838533,0.1510279140919537,953633700.0,25.719772338867188,2569.1298828125
2017-10-25,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,23102700.0,4.2,24.20556418100993,25.540610994611463,76.30069006949327,44.864792736285416,0.1542304719250201,930531000.0,25.865936279296875,2557.14990234375
2017-10-26,0.0718317686313714,0.0202075775313248,1.16,3.12,0.32,0.78,6.28,0.54650456696101,19224000.0,4.2,24.29648094177246,25.634993961879186,77.91097680009592,45.6474470837073,0.1536542911039249,949755000.0,25.906869888305664,2560.39990234375
